0x1FC1D2E30000	"FRRECSPN"
0x1FC1D2E30200	"F_V_LOW"
0x1FC1D2E30201	"车门打开警告输出"
0x1FC1D2E30202	"前部自动刮水器"
0x1FC1D2E30203	"挡风玻璃刮水器开关（除雾）"
0x1FC1D2E30204	"前部刮水器开关"
0x1FC1D2E30205	"预滤器水位标记"
0x1FC1D2E30206	"除了IG1之外的起动信号"
0x1FC1D2E30207	"WUREQIN信号"
0x1FC1D2E30208	"蓄电池ECU唤醒指令"
0x1FC1D2E30209	"IRECU唤醒指令"
0x1FC1D2E3020A	"其他ECU激活请求信号"
0x1FC1D2E3020B	"CPCV占空比零请求"
0x1FC1D2E3020C	"HUMBP占空比零请求"
0x1FC1D2E3020D	"阴极输入端密封阀DBW占空比零标记"
0x1FC1D2E3020E	"阴极输出端密封阀DBW占空比零标记"
0x1FC1D2E3020F	"FSV1 PWM驱动输出授权请求"
0x1FC1D2E30210	"FSV2 PWM驱动输出授权请求"
0x1FC1D2E30211	"工厂对准数据"
0x1FC1D2E30212	"工厂注册模式"
0x1FC1D2E30213	"工厂简洁注册模式"
0x1FC1D2E30214	"故障1"
0x1FC1D2E30215	"故障2"
0x1FC1D2E30216	"故障"
0x1FC1D2E30217	"%T故障信号"
0x1FC1D2E30218	"刮水器失效信号"
0x1FC1D2E30219	"故障"
0x1FC1D2E3021A	"故障"
0x1FC1D2E3021B	"故障信号持续10秒钟"
0x1FC1D2E3021C	"失败"
0x1FC1D2E3021D	"测试失效。检查系统是否正常，并再次尝试。"
0x1FC1D2E3021E	"故障"
0x1FC1D2E3021F	"故障"
0x1FC1D2E30220	"故障"
0x1FC1D2E30221	"远离"
0x1FC1D2E30222	"F"
0x1FC1D2E30223	"最远端"
0x1FC1D2E30224	"故障报告"
0x1FC1D2E30225	"故障"
0x1FC1D2E30226	"二月"
0x1FC1D2E30227	"反馈"
0x1FC1D2E30228	"反馈学习"
0x1FC1D2E30229	"文件管理器"
0x1FC1D2E3022A	"找到"
0x1FC1D2E3022B	"已完成"
0x1FC1D2E3022C	"安装"
0x1FC1D2E3022D	"ECU调整的燃油容量"
0x1FC1D2E3022E	"以下测试将手动使%s电磁阀动作。"
0x1FC1D2E3022F	"辅助照明（后车门烟灰缸灯）"
0x1FC1D2E30230	"本测试检查辅助照明驱动。"
0x1FC1D2E30231	"辅助照明"
0x1FC1D2E30232	"燃油浓度"
0x1FC1D2E30233	"脚灯指令"
0x1FC1D2E30234	"该模式检查脚灯的点亮情况。\n检测仪将指令控制单元使该灯亮起。"
0x1FC1D2E30235	"强制启动"
0x1FC1D2E30236	"强迫操作"
0x1FC1D2E30237	"强迫操作"
0x1FC1D2E30238	"前进"
0x1FC1D2E30239	" 定格数据"
0x1FC1D2E3023A	"结冰"
0x1FC1D2E3023B	"前雾灯"
0x1FC1D2E3023C	"该模式检查前部雾灯的点亮情况。\n检测仪将指令控制单元使该灯亮起。"
0x1FC1D2E3023D	"面板检查"
0x1FC1D2E3023E	"前部面板模式菜单"
0x1FC1D2E3023F	"挡风玻璃刮水器电机高速指令"
0x1FC1D2E30240	"该模式检查前部刮水器电机的（高速）驱动。\n检测仪将指令控制单元操作刮水器。"
0x1FC1D2E30241	"前部刮水器-高速"
0x1FC1D2E30242	"前部刮水器-间歇"
0x1FC1D2E30243	"挡风玻璃刮水器电机低速指令"
0x1FC1D2E30244	"该模式检查前部刮水器电机的（低速）驱动。\n检测仪将指令控制单元操作刮水器。"
0x1FC1D2E30245	"前部刮水器-低速"
0x1FC1D2E30246	"挡风玻璃清洗装置指令"
0x1FC1D2E30247	"该模式检查前部刮水器清洗装置的驱动。\n检测仪将指令控制单元操作清洗装置。"
0x1FC1D2E30248	"前部驾驶员"
0x1FC1D2E30249	"前排乘客"
0x1FC1D2E3024A	"前排乘客"
0x1FC1D2E3024B	"前刮水器系统清洗装置的联动功能"
0x1FC1D2E3024C	"当车辆起动时，前刮水器系统工作"
0x1FC1D2E3024D	"FTP（油箱压力）传感器%P"
0x1FC1D2E3024E	"FTP（油箱压力）传感器%V"
0x1FC1D2E3024F	"警告"
0x1FC1D2E30250	"驾驶员不得使用该工具，以免发生事故。在驾驶中要确保车内有两个人。"
0x1FC1D2E30251	"重要提示"
0x1FC1D2E30252	"燃油消耗由深圳富士伟业本田智能诊断程序计算。"
0x1FC1D2E30253	"显示的平均燃油消耗可能与实际油耗有出入。"
0x1FC1D2E30254	"为确保获得正确的距离请使用HONDA指定的检测仪。"
0x1FC1D2E30255	"显示的平均燃油消耗可能与仪表显示有所不同。"
0x1FC1D2E30256	"当驱动消耗的燃油超过6.5L（1.72gal）时，深圳富士伟业本田智能诊断程序不能测量燃油经济性。"
0x1FC1D2E30257	"处理信息"
0x1FC1D2E30258	"1. 按照后面屏幕上的说明起动发动机。"
0x1FC1D2E30259	"2. 燃油消耗的计算从车辆开始移动时起。"
0x1FC1D2E3025A	"3.按下EXIT（退出）按钮停止计算。"
0x1FC1D2E3025B	"4. 深圳富士伟业本田智能诊断程序显示结果总结屏幕。"
0x1FC1D2E3025C	"您是否打算运行该测试？"
0x1FC1D2E3025D	"一旦车辆移动起来监控器就开始工作"
0x1FC1D2E3025E	"平均燃油经济性：%s"
0x1FC1D2E3025F	"平均燃油消耗：%s"
0x1FC1D2E30260	"里程数：%s"
0x1FC1D2E30261	"瞬时燃油经济性：%s"
0x1FC1D2E30262	"瞬时燃油消耗：%s"
0x1FC1D2E30263	"车速：%s"
0x1FC1D2E30264	"发动机转速：%s"
0x1FC1D2E30265	"燃油切断"
0x1FC1D2E30266	"测试中断！\n超出了测量范围。"
0x1FC1D2E30267	"未找到该ECU ID下用于FINJ的数据"
0x1FC1D2E30268	"未找到该ECU ID下用于INTERCEPT的数据"
0x1FC1D2E30269	"未找到该ECU ID下用于SLOPE的数据"
0x1FC1D2E3026A	"燃油加注门打开装置。"
0x1FC1D2E3026B	"本测试检查燃油加注门打开装置的驱动。"
0x1FC1D2E3026C	"燃油加注门打开装置"
0x1FC1D2E3026D	"燃油液位表"
0x1FC1D2E3026E	"该模式检查燃油表。\n检测仪将指令仪表单元使燃油表显示所要求的数值。"
0x1FC1D2E3026F	"燃油加注门打开"
0x1FC1D2E30270	"燃油泵关闭"
0x1FC1D2E30271	"燃油泵打开"
0x1FC1D2E30272	"燃油安全措施激活"
0x1FC1D2E30273	"燃油压力（柴油机）"
0x1FC1D2E30274	"燃油切断"
0x1FC1D2E30275	"燃油切断"
0x1FC1D2E30276	"功能"
0x1FC1D2E30277	"不要使用前主传感器中性点检查"
0x1FC1D2E30278	"不要使用前副传感器中性点检查"
0x1FC1D2E30279	"不要使用后主传感器中性点检查"
0x1FC1D2E3027A	"不要使用后副传感器中性点检查"
0x1FC1D2E3027B	"该功能在本版本中未执行"
0x1FC1D2E3027C	"功能测试"
0x1FC1D2E3027D	"功能测试"
0x1FC1D2E3027E	" 功能测试"
0x1FC1D2E3027F	"功能测试失败"
0x1FC1D2E30280	"功能"
0x1FC1D2E30281	"功能测试失败"
0x1FC1D2E30282	"G"
0x1FC1D2E30283	"G"
0x1FC1D2E30284	"变速箱检查"
0x1FC1D2E30285	"G1"
0x1FC1D2E30286	"G2"
0x1FC1D2E30287	"气流量传感器数值（加热器）"
0x1FC1D2E30288	"增益调节"
0x1FC1D2E30289	"增益平衡"
0x1FC1D2E3028A	"空气泵进气质量流量"
0x1FC1D2E3028B	"GAIRAVE"
0x1FC1D2E3028C	"气缸列1 MAF传感器"
0x1FC1D2E3028D	"气缸列2 MAF传感器"
0x1FC1D2E3028E	"MAF传感器（高分辨率）"
0x1FC1D2E3028F	"燃料电池堆进口进气质量流量"
0x1FC1D2E30290	"催化转化器的GAIR"
0x1FC1D2E30291	"气流量传感器数值"
0x1FC1D2E30292	"MAF传感器"
0x1FC1D2E30293	"GAP窄开关"
0x1FC1D2E30294	"GAP宽开关"
0x1FC1D2E30295	"空气泵目标进气质量流量"
0x1FC1D2E30296	"燃料电池堆进口目标进气质量流量"
0x1FC1D2E30297	"所需门关闭信号的功能安全参数（TRC）"
0x1FC1D2E30298	"所需栅极关断信号功能安全参数（电机）"
0x1FC1D2E30299	"所需门关闭信号功能安全参数（TMU-L）"
0x1FC1D2E3029A	"所需门关闭信号功能安全参数（TMU-R）"
0x1FC1D2E3029B	"尾门开关"
0x1FC1D2E3029C	"门阵列"
0x1FC1D2E3029D	"门开关"
0x1FC1D2E3029E	"电功率控制补偿扭矩增益"
0x1FC1D2E3029F	"仪表组合"
0x1FC1D2E302A0	"仪表MICU"
0x1FC1D2E302A1	"仪表PCM"
0x1FC1D2E302A2	"仪表P/W"
0x1FC1D2E302A3	"仪表R/M"
0x1FC1D2E302A4	"仪表单元"
0x1FC1D2E302A5		"广汽本田理念S1(EVERUS  S1)"
0x1FC1D2E302A6	"GBCKCLE"
0x1FC1D2E302A7	"GBSTOP0"
0x1FC1D2E302A8	"GBSTOP1"
0x1FC1D2E302A9	"档位"
0x1FC1D2E302AA	"变速箱/离合器踏板"
0x1FC1D2E302AB	"实际档位IPS1：输出奇数档"
0x1FC1D2E302AC	"实际档位IPS2：输出偶数档"
0x1FC1D2E302AD	"输入轴1上的齿轮"
0x1FC1D2E302AE	"输入轴2上的齿轮"
0x1FC1D2E302AF	"档位"
0x1FC1D2E302B0	"档位"
0x1FC1D2E302B1	"齿轮档位"
0x1FC1D2E302B2	"传动比"
0x1FC1D2E302B3	"传动比"
0x1FC1D2E302B4	"一般"
0x1FC1D2E302B5	"GENERALD"
0x1FC1D2E302B6	"产生"
0x1FC1D2E302B7	"不能发电的条件"
0x1FC1D2E302B8	"能够发电的条件"
0x1FC1D2E302B9	"1TDC发电机电机脉冲"
0x1FC1D2E302BA	"发动机因发电性能变差而熄火"
0x1FC1D2E302BB	"将智能钥匙进入遥控器带出车辆"
0x1FC1D2E302BC	"DC-DC转换器停止历史（电机转速过高）"
0x1FC1D2E302BD	"DC-DC转换器停止历史（电机转速过高）"
0x1FC1D2E302BE	"DC-DC转换器停止历史（电机转速过高）"
0x1FC1D2E302BF	"DC-DC转换器停止历史（电机转速过高）"
0x1FC1D2E302C0	"DC-DC转换器停止历史（电机转速过高）"
0x1FC1D2E302C1		"东风本田竞瑞(GIENIA)"
0x1FC1D2E302C2	"GJTCTLFZ"
0x1FC1D2E302C3	"车窗打碎传感器"
0x1FC1D2E302C4	"车窗打碎"
0x1FC1D2E302C5	"车窗打碎传感器"
0x1FC1D2E302C6	"GLANTCNT"
0x1FC1D2E302C7	"横向加速度传感器偏差数值"
0x1FC1D2E302C8	"横向加速度传感器偏差"
0x1FC1D2E302C9	"横向加速度传感器偏差"
0x1FC1D2E302CA	"横向加速度传感器数值"
0x1FC1D2E302CB	"横向加速度传感器"
0x1FC1D2E302CC	"横向加速度传感器状态"
0x1FC1D2E302CD	"初始化"
0x1FC1D2E302CE	"纵向G传感器学习"
0x1FC1D2E302CF	"全局设置"
0x1FC1D2E302D0	"GLOCALLV"
0x1FC1D2E302D1	"GLONCNT"
0x1FC1D2E302D2	"GLONOFS"
0x1FC1D2E302D3	"纵向加速度传感器偏差"
0x1FC1D2E302D4	"纵向加速度传感器数值"
0x1FC1D2E302D5	"纵向加速度传感器"
0x1FC1D2E302D6	"纵向加速度传感器状态"
0x1FC1D2E302D7	"GLOWCTL"
0x1FC1D2E302D8	"预热灯"
0x1FC1D2E302D9	"预热继电器"
0x1FC1D2E302DA	"预热时间控制"
0x1FC1D2E302DB	"GLTCALLV"
0x1FC1D2E302DC	"预热塞激励控制状态模式"
0x1FC1D2E302DD	"预热灯驱动信号"
0x1FC1D2E302DE	"预热塞控制模块指令"
0x1FC1D2E302DF	"当GNA600正在初始化时，编程过程可能会暂停几秒钟，这完全正常。"
0x1FC1D2E302E0	"该GNA600更新不能通过无线完成。在如图所示使用USB电缆进行连接时，必须根据ETecH本地会话（红色屏幕）完成。"
0x1FC1D2E302E1	"在重新尝试之前，请从GNA600上拆下所有电缆，然后重新连接它们。确保电缆连接正确。"
0x1FC1D2E302E2	"在重新尝试之前，请检查并确保您的无线设备已连接并正常工作。"
0x1FC1D2E302E3	"请检查PC和所用其它无线设备的无线配置，或使用USB电缆将GNA600连接至PC。"
0x1FC1D2E302E4	"你确定这是正确的系列号吗？"
0x1FC1D2E302E5	"1. 在阅读所有的说明或打印该屏幕后，按下该屏幕上的[确定]按钮。"
0x1FC1D2E302E6	"2. 关闭深圳富士伟业本田智能诊断程序。"
0x1FC1D2E302E7	"1. 将ETecH输入板连接至其扩展坞。"
0x1FC1D2E302E8	"2. 将USB电缆连接至输入板右侧的顶部USB端口。"
0x1FC1D2E302E9	"3.将USB电缆的另一端连接至GNA600。"
0x1FC1D2E302EA	"4. 通过交流电源线为GNA600加电。"
0x1FC1D2E302EB	"5. 从本地会话（红色屏幕）中启动深圳富士伟业本田智能诊断程序："
0x1FC1D2E302EC	"a. 单击“开始”按钮，然后点击“诊断系统”，再点击“诊断系统”。"
0x1FC1D2E302ED	"6. 单击GNA600重新编程图标。"
0x1FC1D2E302EE	"7. 然后遵循屏幕上的重新编程说明。"
0x1FC1D2E302EF	"8. 当更新完成时，断开所有电缆，并如往常一样恢复GNA600的无线使用。"
0x1FC1D2E302F0	"a. 断开GNA600电源线。"
0x1FC1D2E302F1	"b. 从ETecH输入板和GNA600上断开USB电缆。"
0x1FC1D2E302F2	"c. 将GNA600 DLC电缆连接至车辆。"
0x1FC1D2E302F3	"d. 如往常一样在您的深圳富士伟业本田智能诊断程序会话中无线使用GNA600。"
0x1FC1D2E302F4	"为完成必要的更新，可使用USB电缆将GNA600连接至PC："
0x1FC1D2E302F5	"1. 从GNA600上断开DLC和电源线。"
0x1FC1D2E302F6	"2. 使用USB电缆将GNA600连接至PC。"
0x1FC1D2E302F7	"3.通过DLC或电源线为GNA600加电。"
0x1FC1D2E302F8	"请拨打1-888-855-9039联系ETecH支持部门，以修正您的深圳富士伟业本田智能诊断程序安装。"
0x1FC1D2E302F9	"重新安装深圳富士伟业本田智能诊断程序，然后重新尝试编程步骤。"
0x1FC1D2E302FA	"在该PC上检测到破坏的GNA600固件文件。"
0x1FC1D2E302FB	"从车辆上断开DLC电缆，或从GNA600上断开电源线。"
0x1FC1D2E302FC	"警告！任何未获取的行车记录器数据将会丢失。是否继续？"
0x1FC1D2E302FD	"按下[确定]按钮以开始更新。"
0x1FC1D2E302FE	"请输入GNA600的系列号。"
0x1FC1D2E302FF	"系统检测到GNA600需要更新。"
0x1FC1D2E30300	"对GNA600您是否使用了无线连接？"
0x1FC1D2E30301	"然后按下[确定]按钮以继续。"
0x1FC1D2E30302	"GNA600编程已成功完成。"
0x1FC1D2E30303	"重新编程GNA600已失败。"
0x1FC1D2E30304	"恢复GNA600配置"
0x1FC1D2E30305	"注意，系列号显示在GNA600的背面。如果系列号不可用，则请拨打1-888-855-9039联系ETecH支持部门。"
0x1FC1D2E30306	"注意，系列号显示在GNA600的背面。"
0x1FC1D2E30307	"注意，输入错误的系列号可能会导致意外的情况。"
0x1FC1D2E30308	"GNA600初始化等待超时。"
0x1FC1D2E30309	"GNA600重新编程"
0x1FC1D2E3030A	"未知的系列号。"
0x1FC1D2E3030B	"请等待以让GNA600完成更新。这可能需要40秒。\n\n请不要断开GNA600电源！"
0x1FC1D2E3030C	"在GNA600编程进行时请等待。\n\n请不要断开GNA600电源！"
0x1FC1D2E3030D	"请等待GNA600初始化。这可能需要60秒。"
0x1FC1D2E3030E	"请等待以让GNA600为更新做好准备。这可能需要40秒。\n\n请不要断开GNA600电源！"
0x1FC1D2E3030F	"请等待以让GNA600恢复。这可能需要30秒。\n\n请不要断开GNA600电源！"
0x1FC1D2E30310	"等待5秒，然后将DLC电缆重新连接至车辆，或将电源线重新连接至GNA600。"
0x1FC1D2E30311	"您确实想要给GNA600编程吗？"
0x1FC1D2E30312	"在某些条件下，GNA600网关装置会在发动机起动时重新启动。"
0x1FC1D2E30313	"利用内含的电源装置（TDS60678010）将可防止GNA600网关装置在发动机起动时重新启动。"
0x1FC1D2E30314	"接地连接"
0x1FC1D2E30315	"接地"
0x1FC1D2E30316	"再见"
0x1FC1D2E30317	"良好"
0x1FC1D2E30318	"转到系统模式菜单"
0x1FC1D2E30319	"来自IPU的GOV故障信息标记"
0x1FC1D2E3031A	"DMPI模块内部IPU-GOV故障标记"
0x1FC1D2E3031B		"本田新锋范(GRACE)"
0x1FC1D2E3031C	"等级评定"
0x1FC1D2E3031D	"倾斜"
0x1FC1D2E3031E	"曲线图设置"
0x1FC1D2E3031F	"AT传动比"
0x1FC1D2E30320	"AT传动比"
0x1FC1D2E30321	"传动比"
0x1FC1D2E30322	"重力"
0x1FC1D2E30323		"东风本田哥瑞(GREIZ)"
0x1FC1D2E30324	"GSM模式"
0x1FC1D2E30325	"GSM接收到的电平"
0x1FC1D2E30326	"GSTATFZ"
0x1FC1D2E30327	"GSTTRI2"
0x1FC1D2E30328	"倾斜传感器0点电压"
0x1FC1D2E30329	"GTRIG1"
0x1FC1D2E3032A	"GTRIG1FZ"
0x1FC1D2E3032B	"GTRIG2FZ"
0x1FC1D2E3032C	"GTRIG3FZ"
0x1FC1D2E3032D	"GWVP4"
0x1FC1D2E3032E	"GYC"
0x1FC1D2E3032F	"侧向加速度传感器校正"
0x1FC1D2E30330	"G"
0x1FC1D2E30331	"纵向加速度"
0x1FC1D2E30332	"加仑"
0x1FC1D2E30333	"加仑"
0x1FC1D2E30334	"门关闭_请求"
0x1FC1D2E30335	"车门灯"
0x1FC1D2E30336	"本测试检查车门灯驱动。"
0x1FC1D2E30337	"车门灯"
0x1FC1D2E30338	"仪表检查"
0x1FC1D2E30339	"仪表显示系统(GAUGE)"
0x1FC1D2E3033A	"仪表模式菜单"
0x1FC1D2E3033B	"仪表控制模块"
0x1FC1D2E3033C	"档位错误"
0x1FC1D2E3033D	"档位"
0x1FC1D2E3033E	"产生"
0x1FC1D2E3033F	"一般OBD，扫描工具"
0x1FC1D2E30340	"玻璃后舱盖打开"
0x1FC1D2E30341	"预热塞驱动信号"
0x1FC1D2E30342	"预热灯驱动信号"
0x1FC1D2E30343	"开始"
0x1FC1D2E30344	"绿色"
0x1FC1D2E30345	"接地线"
0x1FC1D2E30346	"H"
0x1FC1D2E30347	"H"
0x1FC1D2E30348	"上限"
0x1FC1D2E30349	"高压接触器复原"
0x1FC1D2E3034A	"高压接触器：接触器"
0x1FC1D2E3034B	"高压绝缘"
0x1FC1D2E3034C	"发动机盖打开"
0x1FC1D2E3034D	"点火钥匙/智能钥匙进入遥控器位于车内"
0x1FC1D2E3034E	"车门开启"
0x1FC1D2E3034F	"尾门开启"
0x1FC1D2E30350	"AT位置N或P档"
0x1FC1D2E30351	"驻车制动开关关闭"
0x1FC1D2E30352	"发射器的停止指令"
0x1FC1D2E30353	"ACG-L电压低电平"
0x1FC1D2E30354	"ACG-L电压高电平"
0x1FC1D2E30355	"IG1电压过低"
0x1FC1D2E30356	"IG1电压过高"
0x1FC1D2E30357	"至ECM/PCM的通信故障"
0x1FC1D2E30358	"CPU故障"
0x1FC1D2E30359	"无定格数据"
0x1FC1D2E3035A	"发动机盖打开"
0x1FC1D2E3035B	"点火钥匙/智能钥匙进入遥控器位于车内"
0x1FC1D2E3035C	"车门开启"
0x1FC1D2E3035D	"尾门开启"
0x1FC1D2E3035E	"AT位置不是P档"
0x1FC1D2E3035F	"驻车制动开关关闭"
0x1FC1D2E30360	"发射器的停止指令"
0x1FC1D2E30361	"ACG-L电压低电平"
0x1FC1D2E30362	"IG1电压过低"
0x1FC1D2E30363	"怠速超时"
0x1FC1D2E30364	"无定格数据"
0x1FC1D2E30365	"H2CBN传感器范围检查结果状态"
0x1FC1D2E30366	"氢浓度传感器（H2CBN）"
0x1FC1D2E30367	"H2DIL传感器范围检查结果状态"
0x1FC1D2E30368	"氢浓度传感器（H2DIL）"
0x1FC1D2E30369	"备用故障代码（氢气供应）"
0x1FC1D2E3036A	"故障代码（氢气供应）"
0x1FC1D2E3036B	"H2FLRRR传感器范围检查结果状态"
0x1FC1D2E3036C	"氢浓度传感器（H2FLRRR）"
0x1FC1D2E3036D	"氢密度传感器（上部加热器阀）"
0x1FC1D2E3036E	"氢密度传感器（上部加热器喷射器）"
0x1FC1D2E3036F	"备用故障代码（氢气泵）"
0x1FC1D2E30370	"故障代码（氢气泵）"
0x1FC1D2E30371	"发动机盖内部氢气浓度"
0x1FC1D2E30372	"右前通风管道内部氢气浓度"
0x1FC1D2E30373	"左前通风管道内部氢气浓度"
0x1FC1D2E30374	"后部通风管道内部氢气浓度"
0x1FC1D2E30375	"H2TNK传感器范围检查结果状态"
0x1FC1D2E30376	"氢浓度传感器（H2TNK）"
0x1FC1D2E30377	"氢气切断"
0x1FC1D2E30378	"换入N档或P档"
0x1FC1D2E30379	"使用的Interface Device不支持执行ABS脉冲发生器测试所需要的功能性。"
0x1FC1D2E3037A	"检查确认以下条件都已满足。"
0x1FC1D2E3037B	"停止车辆"
0x1FC1D2E3037C	"发动机熄火。"
0x1FC1D2E3037D	"是否希望继续？"
0x1FC1D2E3037E	"条件不符"
0x1FC1D2E3037F	"关闭点火开关。"
0x1FC1D2E30380	"请稍候"
0x1FC1D2E30381	"完成"
0x1FC1D2E30382	"测试已失败"
0x1FC1D2E30383	"蓄电池电压超过10.0（V）"
0x1FC1D2E30384	"打开点火开关。"
0x1FC1D2E30385	"气压不足报警系统"
0x1FC1D2E30386	"该功能需要一段时间来完成。"
0x1FC1D2E30387	"为防止车辆蓄电池电压过低，请连接跳接蓄电池/电源。"
0x1FC1D2E30388	"该功能将通过引导制动液进入VSA调节器上的2条管路来对系统进行排气。"
0x1FC1D2E30389	"在开始该步骤之前，请检查主缸储液罐并将其添加至最大（靠上）液位线。"
0x1FC1D2E3038A	"现在左前调节器回路的排气已完成。"
0x1FC1D2E3038B	"加满制动液。\n将收集瓶和合适的管子移至右前制动钳。\n将收集瓶悬挂在制动钳上方。\n将合适的管子连接至排气螺钉并固定在收集瓶内侧。\n打开制动钳处的排气螺钉。"
0x1FC1D2E3038C	"调节器排气功能测试已完成。"
0x1FC1D2E3038D	"在完成该功能后，执行正常的制动管路排气。"
0x1FC1D2E3038E	"该功能已终止。"
0x1FC1D2E3038F	"再次执行该功能。"
0x1FC1D2E30390	"制动液将被泵送通过VSA调节器左前回路以去除残存的空气。"
0x1FC1D2E30391	"左前VSA调节器回路净化。"
0x1FC1D2E30392	"制动液将被泵送通过VSA调节器右前回路以去除残存的空气。"
0x1FC1D2E30393	"右前VSA调节器回路净化。"
0x1FC1D2E30394	"您确定要结束排气吗？"
0x1FC1D2E30395	"是否已拧紧所有排气阀？"
0x1FC1D2E30396	"从左前车轮制动钳开始"
0x1FC1D2E30397	"测试条件"
0x1FC1D2E30398	"1.停止发动机\n2.升起车辆\n3.拆下车轮\n4.切换至空档\n5.释放驻车制动器\n6.将一个收集瓶悬挂在制动钳上方\n7.连接一条适当的管子至排气螺钉并固定在收集瓶内侧\n8.打开制动钳处的排气螺钉"
0x1FC1D2E30399	"调节器排气"
0x1FC1D2E3039A	"测试将运行40秒。"
0x1FC1D2E3039B	"准备就绪时按下[下一步]。"
0x1FC1D2E3039C	"测试结束"
0x1FC1D2E3039D	"拧紧排气螺钉。"
0x1FC1D2E3039E	"检查制动液液位并在需要时加满。"
0x1FC1D2E3039F	" "
0x1FC1D2E303A0	"正在测试中"
0x1FC1D2E303A1	"该测试将需要40秒钟。"
0x1FC1D2E303A2	"检测到故障。"
0x1FC1D2E303A3	"从当前菜单退出。"
0x1FC1D2E303A4	"良好"
0x1FC1D2E303A5	"下一步"
0x1FC1D2E303A6	"电动压缩机停止信息"
0x1FC1D2E303A7	"电动压缩机等待信息"
0x1FC1D2E303A8	"方向盘位置"
0x1FC1D2E303A9	"驻车制动开关"
0x1FC1D2E303AA	"线束断路"
0x1FC1D2E303AB	"线束短路"
0x1FC1D2E303AC	"是否已完成以上步骤？"
0x1FC1D2E303AD	"驻车制动器"
0x1FC1D2E303AE	"车辆是否安装了VTEC机油压力开关？"
0x1FC1D2E303AF	"危险信号指令"
0x1FC1D2E303B0	"危险闪烁灯"
0x1FC1D2E303B1	"HBRAKE开关"
0x1FC1D2E303B2	"健康检查"
0x1FC1D2E303B3	"测试所有DTC"
0x1FC1D2E303B4	"健康检查模式"
0x1FC1D2E303B5	"检查所有DTC"
0x1FC1D2E303B6	"检查执行条件并在此执行。"
0x1FC1D2E303B7	"执行条件："
0x1FC1D2E303B8	"停止车辆"
0x1FC1D2E303B9	"检查%s的DTC"
0x1FC1D2E303BA	"选择一个DTC以使用该功能"
0x1FC1D2E303BB	"执行所有DTC测试。该检查将花费一些时间。"
0x1FC1D2E303BC	"您想执行该测试吗？"
0x1FC1D2E303BD	"在关闭点火开关后，该屏幕可能停留几秒钟。"
0x1FC1D2E303BE	"检查所有DTC"
0x1FC1D2E303BF	"换入P档或N档"
0x1FC1D2E303C0	"座椅加热器控制单元"
0x1FC1D2E303C1	" 座椅加热器"
0x1FC1D2E303C2	"座椅加热器(SH)"
0x1FC1D2E303C3	"座椅加热器模式菜单"
0x1FC1D2E303C4	"后排座椅加热器控制单元"
0x1FC1D2E303C5	"后排座椅加热器(RSH)"
0x1FC1D2E303C6	"加热器强制驱动条件"
0x1FC1D2E303C7	"点火开关打开。"
0x1FC1D2E303C8	"蓄电池电压 > 10.5V"
0x1FC1D2E303C9	"不存在DTC。"
0x1FC1D2E303CA	"档位处于P档或N档。"
